Body,"Bill
Status","Official
Actions","Last
Action",Law,"Bill
Text","Chief
Author",Short Description
House,HF1461,5,3/13/2019,,,Claflin,"South St. Paul; Doug Woog Arena HVAC improvements funding provided, bonds issued, and money appropriated."
House,HF1459,5,3/18/2019,,,Bahner,"Maple Grove; North Metro Range expansion funding provided, bonds issued, and money appropriated."
House,HF1446,5,4/26/2019,,,Pinto,"St. Paul; River Learning Center funding provided, bonds issued, and money appropriated."
House,HF1355,5,3/27/2019,,,Claflin,"South St. Paul; women's suffrage monument funding provided, bonds issued, and money appropriated."
House,HF1326,5,3/8/2019,,,Fischer,"White Bear Lake; pedestrian and bike trail segments funding provided, bonds issued, and money appropriated."
House,HF1308,5,3/7/2019,,,Hansen,"West St. Paul; wastewater infrastructure improvements funding provided, bonds issued, and money appropriated."
House,HF1024,5,4/3/2019,,,Wolgamott,Sauk Centre and Alexandria; I-94 portion designated as Kenneth E. Sellon and Eugene B. Schlotfeldt Memorial Highway.
House,HF0937,5,3/8/2019,,,Gomez,"Minneapolis; American Indian Center expansion and renovation funding provided, and money appropriated."
House,HF0773,5,3/18/2019,,,Koegel,"Blaine; regional public safety training facility funding provided, bonds issued, and money appropriated."
House,HF0663,5,4/3/2019,,,Sandstede,"Aurora and White; Canisteo and Hill Annex mine pit improvements funding provided, and money appropriated."
House,HF0544,5,4/8/2019,,,Robbins,"Rogers; pedestrian and bike bridge funding provided, bonds issued, and money appropriated."
House,HF0387,5,4/8/2019,,,Murphy,"Minneapolis and Duluth; high-speed passenger rail funding provided, bonds issued, and money appropriated."
House,HF2621,4,4/4/2019,,,Nornes,"Otter Tail County; Fergus Falls building debt service grant funding provided, and money appropriated."
House,HF2316,4,3/12/2019,,,Jurgens,"Hastings; Mississippi River Trail Bikeway funding provided, and money appropriated."
House,HF2201,4,3/18/2019,,,Her,"St. Paul; creating college savings accounts at birth grant funding provided, report required, and money appropriated."
House,HF2176,4,3/15/2019,,,Ecklund,"Babbitt Recreation Area campground construction funding provided, bonds issued, and money appropriated."
House,HF2164,4,3/20/2019,,,Bierman,"Lakeville; Ames Arena improvements funding provided, bonds issued, and money appropriated."
House,HF2159,4,3/18/2019,,,Quam,"Oronoco; wastewater infrastructure funding provided, and money appropriated."
House,HF2140,4,3/15/2019,,,Ecklund,"Silver Bay; multimodal trailhead center funding provided, bonds issued, and money appropriated."
House,HF2119,4,3/18/2019,,,Murphy,"Two Harbors; new wastewater treatment plant loan or grant funding provided, and money appropriated."
House,HF2109,4,4/8/2019,,,Haley,"Red Wing; rail grade separation project funding provided, bonds issued, and money appropriated."
House,HF2108,4,3/15/2019,,,Ecklund,"Crane Lake; Voyageurs National Park and Boundary Waters Canoe Area Wilderness access roads and public campground funding provided, bonds issued, and money appropriated."
House,HF2106,4,3/20/2019,,,Lee,"Minneapolis; outdoor performance venue funding provided, bonds issued, and money appropriated."
House,HF2105,4,3/20/2019,,,Lee,"Minneapolis; outdoor performance venue funding provided, bonds issued, and money appropriated."
House,HF2028,4,4/8/2019,,,Boe,"Chanhassen; Lyman Boulevard upgrade funding provided, bonds issued, and money appropriated."
House,HF1902,4,3/21/2019,,,Sandstede,"Buhl; funding provided for renovation of publicly owned former juvenile treatment facility into mental health and child welfare providing facility, and money appropriated."
House,HF1828,4,3/15/2019,,,Lien,"Moorhead; flood hazard mitigation funding provided, bonds issued, and money appropriated."
House,HF1625,4,3/8/2019,,,Dehn,"Minneapolis; Central City Storm Tunnel expansion funding provided, bonds issued, and money appropriated."
House,HF1621,4,3/8/2019,,,Layman,"Grand Rapids IRA Civic Center funding provided, bonds issued, and money appropriated."
House,HF1596,4,3/8/2019,,,Olson,"Duluth; Lake Superior Zoo Main Building predesign and design funding provided, bonds issued, and money appropriated."
House,HF1593,4,3/15/2019,,,Considine,"Mankato; Minnesota River-Mankato watershed water quality mitigation funding provided, bonds issued, and money appropriated."
House,HF1479,4,3/18/2019,,,Sandstede,"Floodwood; wastewater system improvements funding provided, bonds issued, and money appropriated."
House,HF1469,4,3/8/2019,,,Nornes,"Fergus Falls; riverfront corridor development funding provided, bonds issued, and money appropriated."
House,HF1460,4,3/13/2019,,,Claflin,"South St. Paul; Concord Street corridor infrastructure funding provided, bonds issued, and money appropriated."
House,HF1452,4,3/8/2019,,,Mekeland,"Becker; business park funding provided, bonds issued, and money appropriated."
House,HF1451,4,3/8/2019,,,Klevorn,"Plymouth; Creek Center renovation and expansion funding provided, bonds issued, and money appropriated."
House,HF1447,4,4/3/2019,,,Tabke,"Twin Cities metropolitan area replacement transit service providers funding provided, and money appropriated."
House,HF1431,4,3/8/2019,,,Lee,"Minneapolis; Baldwin Square project funding provided, and money appropriated."
House,HF1366,4,3/8/2019,,,Torkelson,"New Ulm; German Park Amphitheater funding provided, bonds issued, and money appropriated."
House,HF1350,4,3/8/2019,,,Mahoney,"St. Paul East Side Freedom Library funding provided, bonds issued, and money appropriated."
House,HF1336,4,3/7/2019,,,Hamilton,"Lamberton; new school or existing school renovation and expansion funding provided, bonds issued, and money appropriated."
House,HF1333,4,3/8/2019,,,Sauke,"Rochester Graham Park Regional Event Center renovation and expansion funding provided, bonds issued, and money appropriated."
House,HF1319,4,4/8/2019,,,Bahner,"Maple Grove; Highway 610 project local road connections funding provided, bonds issued, and money appropriated."
House,HF1313,4,3/8/2019,,,Mahoney,"St. Paul; Minnesota China Friendship Garden funding provided, bonds issued, and money appropriated."
House,HF1161,4,2/25/2019,,,Marquart,"Mahnomen; clean water and drinking water infrastructure funding provided, and money appropriated."
House,HF1160,4,3/8/2019,,,Gruenhagen,"Plato; community center accessibility improvements funding provided, bonds issued, and money appropriated."
House,HF1106,4,3/8/2019,,,Jurgens,"Hastings; City Hall renovation funding provided, bonds issued, and money appropriated."
House,HF1080,4,4/8/2019,,,"Xiong, J.","St. Paul; Third Street/Kellogg Boulevard bridge replacement funding provided, bonds issued, and money appropriated."
House,HF1076,4,2/25/2019,,,Morrison,"Spring Park; water and sewer infrastructure funding provided, bonds issued, and money appropriated."
House,HF1071,4,3/8/2019,,,Morrison,"Deephaven; bridge funding provided, bonds issued, and money appropriated."
House,HF1069,4,4/8/2019,,,Heinrich,Ramsey; highway-rail grade separation project modified.
House,HF1068,4,4/8/2019,,,Howard,"Richfield; 77th street underpass project funding provided, bonds issued, and money appropriated."
House,HF1067,4,3/8/2019,,,Moran,"St. Paul; Victoria Theater funding provided, bonds issued, and money appropriated."
House,HF0944,4,3/8/2019,,,Stephenson,"Champlin; Mississippi Point Park improvements funding provided, bonds issued, and money appropriated."
House,HF0936,4,3/8/2019,,,Sandstede,"Hibbing; mine view grant project funding provided, bonds issued, and money appropriated."
House,HF0935,4,3/8/2019,,,Bierman,"Lakeville; environmental learning center funding provided, bonds issued, and money appropriated."
House,HF0874,4,3/8/2019,,,Wazlawik,"White Bear Lake; multiuse trail segments funding provided, bonds issued, and money appropriated."
House,HF0872,4,3/8/2019,,,Mariani,"St. Paul YMCA facility funding provided, bonds issued, and money appropriated."
House,HF0843,4,4/8/2019,,,Lislegard,"Virginia; U.S Highway 53 improvement funding provided, and money appropriated."
House,HF0817,4,3/8/2019,,,Mann,"Lakeville; clean water infrastructure funding provided, bonds issued, and money appropriated."
House,HF0816,4,3/8/2019,,,Mann,"Lakeville; sanitary sewer lift station funding provided, bonds issued, and money appropriated."
House,HF0806,4,3/8/2019,,,Her,"St. Paul; playwrights center facility funding provided, bonds issued, and money appropriated."
House,HF0777,4,3/8/2019,,,Lislegard,"Virginia; regional public safety center and training facility funding provided, bonds issued, and money appropriated."
House,HF0668,4,3/18/2019,,,Dehn,"Minneapolis; Emergency Operations Center and Fire Training Facility expansion funding provided, bonds issued, and money appropriated."
House,HF0659,4,4/8/2019,,,Sauke,"Rochester International Airport funding provided, bonds issued, and money appropriated."
House,HF0648,4,4/8/2019,,,Bierman,"Apple Valley; Red Line 147th Street Station skyway project funding provided, bonds issued, and money appropriated."
House,SF0646,4,5/1/2019,,,Haley,Red Wing; Eisenhower Memorial Bridge over the Mississippi River renamed as Bridge of Valor.
House,HF0607,4,3/8/2019,,,Olson,"Duluth; St. Louis County Heritage and Arts Center asset preservation funding provided, bonds issued, and money appropriated."
House,HF0450,4,3/15/2019,,,Sauke,"Rochester; Cascade Lake Regional Park funding provided, bonds issued, and money appropriated."
House,HF0397,4,4/8/2019,,,Noor,"Minneapolis; I-94 repairs funding provided, bonds issued, and money appropriated."
House,HF0385,4,4/8/2019,,,Demuth,"St. Joseph; pedestrian crossing funding provided, bonds issued, and money appropriated."
House,HF0384,4,3/13/2019,,,Sauke,"Rochester; Willow Creek Trail funding provided, bonds issued, and money appropriated."
House,HF0376,4,3/15/2019,,,Sundin,"Willow River, Pine City, Cromwell, and Aitkin; existing broadband network funding provided, and money appropriated."
House,HF0360,4,4/8/2019,,,Stephenson,"Dayton and Ramsey; I-94/U.S. Highway 10 Mississippi River crossing project development funding provided, and money appropriated."
House,HF0274,4,3/8/2019,,,Fischer,"Willernie; public infrastructure funding provided, bonds issued, and money appropriated."
House,HF0238,4,3/8/2019,,,Davids,"Chatfield Center for the Arts funding provided, bonds issued, and money appropriated."
House,HF0231,4,3/8/2019,,,Mahoney,"St. Paul; Minnesota Humanities Center asset preservation funding provided, bonds issued, and money appropriated."
House,HF0230,4,2/14/2019,,,Youakim,"St. Louis Park; Perspectives Family Center expansion and renovation funding provided, bonds issued, and money appropriated."
House,HF0184,4,3/8/2019,,,Olson,"Duluth; seawall and surface improvement funding provided, bonds issued, and money appropriated."
House,HF0181,4,2/28/2019,,,Murphy,"Duluth; Public Facilities Authority funding provided for the purpose of debt relief for the Duluth North Shore Sanitary District, and money appropriated."
House,HF0178,4,2/25/2019,,,Layman,"Deer River; sewer and water system improvement funding provided, bonds issued, and money appropriated."
